Total KRW markets: 154
KRW-USDC 243 2025-01-23 20:00:00
KRW-UXLINK 245 2025-01-23 20:00:00
KRW-BIGTIME 246 2025-01-23 20:00:00
KRW-CKB 248 2025-01-23 20:00:00
KRW-W 250 2025-01-23 20:00:00
KRW-CARV 251 2025-01-23 20:00:00
KRW-INJ 253 2025-01-23 20:00:00
KRW-MEW 255 2025-01-23 20:00:00
KRW-UNI 257 2025-01-23 20:00:00
KRW-SAFE 258 2025-01-23 20:00:00
KRW-DRIFT 260 2025-01-23 20:00:00
KRW-AGLD 262 2025-01-23 20:00:00
KRW-PEPE 264 2025-01-23 20:00:00
KRW-BONK 266 2025-01-23 20:00:00
KRW-RENDER 268 2025-01-23 20:00:00
KRW-MOVE 269 2025-01-23 20:00:00
KRW-ME 271 2025-01-23 20:00:00
KRW-MOCA 273 2025-01-23 20:00:00
KRW-VANA 274 2025-01-23 20:00:00
KRW-SONIC 276 2025-01-23 20:00:00
KRW-VTHO 278 2025-01-23 20:00:00
success migration table tb_market_hour
Total KRW markets: 154
KRW-BTC 2 2025-01-23 21:00:00
KRW-ETH 4 2025-01-23 21:00:00
KRW-NEO 6 2025-01-23 21:00:00
KRW-MTL 8 2025-01-23 21:00:00
KRW-XRP 10 2025-01-23 21:00:00
KRW-ETC 12 2025-01-23 21:00:00
KRW-SNT 14 2025-01-23 21:00:00
KRW-WAVES 16 2025-01-23 21:00:00
KRW-XEM 18 2025-01-23 21:00:00
KRW-QTUM 20 2025-01-23 21:00:00
KRW-LSK 21 2025-01-23 21:00:00
KRW-STEEM 23 2025-01-23 21:00:00
KRW-XLM 24 2025-01-23 21:00:00
KRW-ARDR 26 2025-01-23 21:00:00
KRW-ARK 28 2025-01-23 21:00:00
KRW-STORJ 29 2025-01-23 21:00:00
KRW-GRS 31 2025-01-23 21:00:00
KRW-ADA 33 2025-01-23 21:00:00
KRW-SBD 35 2025-01-23 21:00:00
KRW-POWR 37 2025-01-23 21:00:00
KRW-ICX 39 2025-01-23 21:00:00
KRW-EOS 41 2025-01-23 21:00:00
KRW-TRX 43 2025-01-23 21:00:00
KRW-SC 44 2025-01-23 21:00:00
KRW-ONT 46 2025-01-23 21:00:00
KRW-ZIL 47 2025-01-23 21:00:00
KRW-POLYX 49 2025-01-23 21:00:00
KRW-ZRX 51 2025-01-23 21:00:00
KRW-LOOM 52 2025-01-23 21:00:00
KRW-BCH 54 2025-01-23 21:00:00
KRW-BAT 56 2025-01-23 21:00:00
KRW-IOST 58 2025-01-23 21:00:00
KRW-CVC 60 2025-01-23 21:00:00
KRW-IQ 62 2025-01-23 21:00:00
KRW-IOTA 64 2025-01-23 21:00:00
KRW-HIFI 66 2025-01-23 21:00:00
KRW-ONG 68 2025-01-23 21:00:00
KRW-GAS 69 2025-01-23 21:00:00
KRW-BOUNTY 71 2025-01-23 21:00:00
KRW-ELF 73 2025-01-23 21:00:00
KRW-KNC 74 2025-01-23 21:00:00
KRW-BSV 76 2025-01-23 21:00:00
KRW-THETA 78 2025-01-23 21:00:00
KRW-QKC 80 2025-01-23 21:00:00
KRW-BTT 82 2025-01-23 21:00:00
KRW-MOC 83 2025-01-23 21:00:00
KRW-TFUEL 85 2025-01-23 21:00:00
KRW-MANA 87 2025-01-23 21:00:00
KRW-ANKR 89 2025-01-23 21:00:00
KRW-AERGO 91 2025-01-23 21:00:00
KRW-ATOM 92 2025-01-23 21:00:00
KRW-TT 94 2025-01-23 21:00:00
KRW-GAME2 96 2025-01-23 21:00:00
KRW-MBL 97 2025-01-23 21:00:00
KRW-WAXP 99 2025-01-23 21:00:00
KRW-HBAR 101 2025-01-23 21:00:00
KRW-MED 103 2025-01-23 21:00:00
KRW-MLK 105 2025-01-23 21:00:00
KRW-STPT 106 2025-01-23 21:00:00
KRW-ORBS 108 2025-01-23 21:00:00
KRW-VET 110 2025-01-23 21:00:00
KRW-CHZ 112 2025-01-23 21:00:00
KRW-STMX 114 2025-01-23 21:00:00
KRW-DKA 115 2025-01-23 21:00:00
KRW-HIVE 117 2025-01-23 21:00:00
KRW-KAVA 119 2025-01-23 21:00:00
KRW-AHT 120 2025-01-23 21:00:00
KRW-LINK 122 2025-01-23 21:00:00
KRW-XTZ 124 2025-01-23 21:00:00
KRW-BORA 126 2025-01-23 21:00:00
KRW-JST 128 2025-01-23 21:00:00
KRW-CRO 130 2025-01-23 21:00:00
KRW-TOKAMAK 132 2025-01-23 21:00:00
KRW-SXP 134 2025-01-23 21:00:00
KRW-HUNT 136 2025-01-23 21:00:00
KRW-DOT 137 2025-01-23 21:00:00
KRW-MVL 139 2025-01-23 21:00:00
KRW-STRAX 141 2025-01-23 21:00:00
KRW-AQT 143 2025-01-23 21:00:00
KRW-GLM 145 2025-01-23 21:00:00
KRW-META 146 2025-01-23 21:00:00
KRW-FCT2 148 2025-01-23 21:00:00
KRW-CBK 150 2025-01-23 21:00:00
KRW-SAND 152 2025-01-23 21:00:00
KRW-HPO 154 2025-01-23 21:00:00
KRW-DOGE 156 2025-01-23 21:00:00
KRW-STRIKE 158 2025-01-23 21:00:00
KRW-PUNDIX 159 2025-01-23 21:00:00
KRW-FLOW 161 2025-01-23 21:00:00
KRW-AXS 163 2025-01-23 21:00:00
KRW-STX 165 2025-01-23 21:00:00
KRW-XEC 167 2025-01-23 21:00:00
KRW-SOL 168 2025-01-23 21:00:00
KRW-POL 170 2025-01-23 21:00:00
KRW-AAVE 172 2025-01-23 21:00:00
KRW-1INCH 174 2025-01-23 21:00:00
KRW-ALGO 176 2025-01-23 21:00:00
KRW-NEAR 178 2025-01-23 21:00:00
KRW-AVAX 180 2025-01-23 21:00:00
KRW-T 181 2025-01-23 21:00:00
KRW-CELO 183 2025-01-23 21:00:00
KRW-GMT 185 2025-01-23 21:00:00
KRW-APT 187 2025-01-23 21:00:00
KRW-SHIB 189 2025-01-23 21:00:00
KRW-MASK 191 2025-01-23 21:00:00
KRW-ARB 193 2025-01-23 21:00:00
KRW-EGLD 195 2025-01-23 21:00:00
KRW-SUI 197 2025-01-23 21:00:00
KRW-GRT 199 2025-01-23 21:00:00
KRW-BLUR 201 2025-01-23 21:00:00
KRW-IMX 203 2025-01-23 21:00:00
KRW-SEI 205 2025-01-23 21:00:00
KRW-MINA 207 2025-01-23 21:00:00
KRW-CTC 209 2025-01-23 21:00:00
KRW-ASTR 211 2025-01-23 21:00:00
KRW-ID 213 2025-01-23 21:00:00
KRW-PYTH 215 2025-01-23 21:00:00
KRW-MNT 217 2025-01-23 21:00:00
KRW-AKT 218 2025-01-23 21:00:00
KRW-ZETA 220 2025-01-23 21:00:00
KRW-AUCTION 222 2025-01-23 21:00:00
KRW-STG 223 2025-01-23 21:00:00
KRW-BEAM 225 2025-01-23 21:00:00
KRW-TAIKO 226 2025-01-23 21:00:00
KRW-USDT 228 2025-01-23 21:00:00
KRW-ONDO 230 2025-01-23 21:00:00
KRW-ZRO 232 2025-01-23 21:00:00
KRW-BLAST 234 2025-01-23 21:00:00
KRW-JUP 236 2025-01-23 21:00:00
KRW-ENS 238 2025-01-23 21:00:00
KRW-G 240 2025-01-23 21:00:00
KRW-PENDLE 241 2025-01-23 21:00:00
KRW-ATH 243 2025-01-23 21:00:00
KRW-USDC 245 2025-01-23 21:00:00
KRW-UXLINK 247 2025-01-23 21:00:00
KRW-BIGTIME 248 2025-01-23 21:00:00
KRW-CKB 250 2025-01-23 21:00:00
KRW-W 252 2025-01-23 21:00:00
KRW-CARV 254 2025-01-23 21:00:00
KRW-INJ 256 2025-01-23 21:00:00
KRW-MEW 258 2025-01-23 21:00:00
KRW-UNI 260 2025-01-23 21:00:00
KRW-SAFE 262 2025-01-23 21:00:00
KRW-DRIFT 263 2025-01-23 21:00:00
KRW-AGLD 265 2025-01-23 21:00:00
KRW-PEPE 266 2025-01-23 21:00:00
KRW-BONK 268 2025-01-23 21:00:00
KRW-RENDER 270 2025-01-23 21:00:00
KRW-MOVE 271 2025-01-23 21:00:00
KRW-ME 273 2025-01-23 21:00:00
KRW-MOCA 275 2025-01-23 21:00:00
KRW-VANA 277 2025-01-23 21:00:00
KRW-SONIC 279 2025-01-23 21:00:00
KRW-VTHO 281 2025-01-23 21:00:00
success migration table tb_market_hour
Total KRW markets: 154
KRW-BTC 2 2025-01-23 22:00:00
KRW-ETH 4 2025-01-23 22:00:00
KRW-NEO 6 2025-01-23 22:00:00
KRW-MTL 8 2025-01-23 22:00:00
KRW-XRP 10 2025-01-23 22:00:00
KRW-ETC 12 2025-01-23 22:00:00
KRW-SNT 14 2025-01-23 22:00:00
KRW-WAVES 16 2025-01-23 22:00:00
KRW-XEM 18 2025-01-23 22:00:00
KRW-QTUM 20 2025-01-23 22:00:00
KRW-LSK 21 2025-01-23 22:00:00
KRW-STEEM 23 2025-01-23 22:00:00
KRW-XLM 24 2025-01-23 22:00:00
KRW-ARDR 26 2025-01-23 22:00:00
KRW-ARK 28 2025-01-23 22:00:00
KRW-STORJ 30 2025-01-23 22:00:00
KRW-GRS 32 2025-01-23 22:00:00
KRW-ADA 34 2025-01-23 22:00:00
KRW-SBD 36 2025-01-23 22:00:00
KRW-POWR 38 2025-01-23 22:00:00
KRW-ICX 40 2025-01-23 22:00:00
KRW-EOS 42 2025-01-23 22:00:00
KRW-TRX 44 2025-01-23 22:00:00
KRW-SC 45 2025-01-23 22:00:00
KRW-ONT 46 2025-01-23 22:00:00
KRW-ZIL 47 2025-01-23 22:00:00
KRW-POLYX 49 2025-01-23 22:00:00
KRW-ZRX 51 2025-01-23 22:00:00
KRW-LOOM 53 2025-01-23 22:00:00
KRW-BCH 55 2025-01-23 22:00:00
KRW-BAT 57 2025-01-23 22:00:00
KRW-IOST 59 2025-01-23 22:00:00
KRW-CVC 61 2025-01-23 22:00:00
KRW-IQ 63 2025-01-23 22:00:00
KRW-IOTA 65 2025-01-23 22:00:00
KRW-HIFI 67 2025-01-23 22:00:00
KRW-ONG 68 2025-01-23 22:00:00
KRW-GAS 69 2025-01-23 22:00:00
KRW-BOUNTY 70 2025-01-23 22:00:00
KRW-ELF 72 2025-01-23 22:00:00
KRW-KNC 74 2025-01-23 22:00:00
KRW-BSV 76 2025-01-23 22:00:00
KRW-THETA 78 2025-01-23 22:00:00
KRW-QKC 80 2025-01-23 22:00:00
KRW-BTT 82 2025-01-23 22:00:00
KRW-MOC 84 2025-01-23 22:00:00
KRW-TFUEL 86 2025-01-23 22:00:00
KRW-MANA 88 2025-01-23 22:00:00
KRW-ANKR 90 2025-01-23 22:00:00
KRW-AERGO 91 2025-01-23 22:00:00
KRW-ATOM 92 2025-01-23 22:00:00
KRW-TT 93 2025-01-23 22:00:00
KRW-GAME2 95 2025-01-23 22:00:00
KRW-MBL 97 2025-01-23 22:00:00
KRW-WAXP 99 2025-01-23 22:00:00
KRW-HBAR 101 2025-01-23 22:00:00
KRW-MED 103 2025-01-23 22:00:00
KRW-MLK 105 2025-01-23 22:00:00
KRW-STPT 107 2025-01-23 22:00:00
KRW-ORBS 109 2025-01-23 22:00:00
KRW-VET 111 2025-01-23 22:00:00
KRW-CHZ 113 2025-01-23 22:00:00
KRW-STMX 114 2025-01-23 22:00:00
KRW-DKA 115 2025-01-23 22:00:00
KRW-HIVE 116 2025-01-23 22:00:00
KRW-KAVA 118 2025-01-23 22:00:00
KRW-AHT 120 2025-01-23 22:00:00
KRW-LINK 122 2025-01-23 22:00:00
KRW-XTZ 124 2025-01-23 22:00:00
KRW-BORA 126 2025-01-23 22:00:00
KRW-JST 128 2025-01-23 22:00:00
KRW-CRO 130 2025-01-23 22:00:00
KRW-TOKAMAK 132 2025-01-23 22:00:00
KRW-SXP 134 2025-01-23 22:00:00
KRW-HUNT 136 2025-01-23 22:00:00
KRW-DOT 137 2025-01-23 22:00:00
KRW-MVL 138 2025-01-23 22:00:00
KRW-STRAX 139 2025-01-23 22:00:00
KRW-AQT 141 2025-01-23 22:00:00
KRW-GLM 143 2025-01-23 22:00:00
KRW-META 145 2025-01-23 22:00:00
KRW-FCT2 147 2025-01-23 22:00:00
KRW-CBK 149 2025-01-23 22:00:00
KRW-SAND 151 2025-01-23 22:00:00
KRW-HPO 153 2025-01-23 22:00:00
KRW-DOGE 155 2025-01-23 22:00:00
KRW-STRIKE 157 2025-01-23 22:00:00
KRW-PUNDIX 159 2025-01-23 22:00:00
KRW-FLOW 160 2025-01-23 22:00:00
KRW-AXS 161 2025-01-23 22:00:00
KRW-STX 162 2025-01-23 22:00:00
KRW-XEC 164 2025-01-23 22:00:00
KRW-SOL 166 2025-01-23 22:00:00
KRW-POL 168 2025-01-23 22:00:00
KRW-AAVE 170 2025-01-23 22:00:00
KRW-1INCH 172 2025-01-23 22:00:00
KRW-ALGO 174 2025-01-23 22:00:00
KRW-NEAR 176 2025-01-23 22:00:00
KRW-AVAX 178 2025-01-23 22:00:00
KRW-T 180 2025-01-23 22:00:00
KRW-CELO 182 2025-01-23 22:00:00
KRW-GMT 183 2025-01-23 22:00:00
KRW-APT 184 2025-01-23 22:00:00
KRW-SHIB 186 2025-01-23 22:00:00
KRW-MASK 188 2025-01-23 22:00:00
KRW-ARB 190 2025-01-23 22:00:00
KRW-EGLD 192 2025-01-23 22:00:00
KRW-SUI 194 2025-01-23 22:00:00
KRW-GRT 196 2025-01-23 22:00:00
KRW-BLUR 198 2025-01-23 22:00:00
KRW-IMX 200 2025-01-23 22:00:00
KRW-SEI 202 2025-01-23 22:00:00
KRW-MINA 204 2025-01-23 22:00:00
KRW-CTC 206 2025-01-23 22:00:00
KRW-ASTR 208 2025-01-23 22:00:00
KRW-ID 210 2025-01-23 22:00:00
KRW-PYTH 212 2025-01-23 22:00:00
KRW-MNT 214 2025-01-23 22:00:00
KRW-AKT 216 2025-01-23 22:00:00
KRW-ZETA 218 2025-01-23 22:00:00
KRW-AUCTION 219 2025-01-23 22:00:00
KRW-STG 221 2025-01-23 22:00:00
KRW-BEAM 222 2025-01-23 22:00:00
KRW-TAIKO 224 2025-01-23 22:00:00
KRW-USDT 226 2025-01-23 22:00:00
KRW-ONDO 227 2025-01-23 22:00:00
KRW-ZRO 229 2025-01-23 22:00:00
KRW-BLAST 231 2025-01-23 22:00:00
KRW-JUP 233 2025-01-23 22:00:00
KRW-ENS 235 2025-01-23 22:00:00
KRW-G 237 2025-01-23 22:00:00
KRW-PENDLE 239 2025-01-23 22:00:00
KRW-ATH 241 2025-01-23 22:00:00
KRW-USDC 242 2025-01-23 22:00:00
KRW-UXLINK 244 2025-01-23 22:00:00
KRW-BIGTIME 245 2025-01-23 22:00:00
KRW-CKB 247 2025-01-23 22:00:00
KRW-W 249 2025-01-23 22:00:00
KRW-CARV 250 2025-01-23 22:00:00
KRW-INJ 252 2025-01-23 22:00:00
KRW-MEW 254 2025-01-23 22:00:00
KRW-UNI 256 2025-01-23 22:00:00
KRW-SAFE 258 2025-01-23 22:00:00
KRW-DRIFT 260 2025-01-23 22:00:00
KRW-AGLD 262 2025-01-23 22:00:00
KRW-PEPE 264 2025-01-23 22:00:00
KRW-BONK 265 2025-01-23 22:00:00
KRW-RENDER 267 2025-01-23 22:00:00
KRW-MOVE 268 2025-01-23 22:00:00
KRW-ME 270 2025-01-23 22:00:00
KRW-MOCA 272 2025-01-23 22:00:00
KRW-VANA 274 2025-01-23 22:00:00
KRW-SONIC 276 2025-01-23 22:00:00
KRW-VTHO 278 2025-01-23 22:00:00
success migration table tb_market_hour
Total KRW markets: 154
KRW-BTC 2 2025-01-23 23:00:00
KRW-ETH 4 2025-01-23 23:00:00
KRW-NEO 6 2025-01-23 23:00:00
KRW-MTL 8 2025-01-23 23:00:00
KRW-XRP 10 2025-01-23 23:00:00
KRW-ETC 12 2025-01-23 23:00:00
KRW-SNT 14 2025-01-23 23:00:00
KRW-WAVES 16 2025-01-23 23:00:00
KRW-XEM 18 2025-01-23 23:00:00
KRW-QTUM 20 2025-01-23 23:00:00
KRW-LSK 22 2025-01-23 23:00:00
KRW-STEEM 24 2025-01-23 23:00:00
KRW-XLM 26 2025-01-23 23:00:00
KRW-ARDR 28 2025-01-23 23:00:00
KRW-ARK 30 2025-01-23 23:00:00
KRW-STORJ 32 2025-01-23 23:00:00
KRW-GRS 34 2025-01-23 23:00:00
KRW-ADA 36 2025-01-23 23:00:00
KRW-SBD 38 2025-01-23 23:00:00
KRW-POWR 40 2025-01-23 23:00:00
KRW-ICX 42 2025-01-23 23:00:00
KRW-EOS 44 2025-01-23 23:00:00
KRW-TRX 46 2025-01-23 23:00:00
KRW-SC 48 2025-01-23 23:00:00
KRW-ONT 50 2025-01-23 23:00:00
KRW-ZIL 52 2025-01-23 23:00:00
KRW-POLYX 54 2025-01-23 23:00:00
KRW-ZRX 56 2025-01-23 23:00:00
KRW-LOOM 58 2025-01-23 23:00:00
KRW-BCH 60 2025-01-23 23:00:00
KRW-BAT 62 2025-01-23 23:00:00
KRW-IOST 64 2025-01-23 23:00:00
KRW-CVC 66 2025-01-23 23:00:00
KRW-IQ 68 2025-01-23 23:00:00
KRW-IOTA 70 2025-01-23 23:00:00
KRW-HIFI 72 2025-01-23 23:00:00
KRW-ONG 74 2025-01-23 23:00:00
KRW-GAS 76 2025-01-23 23:00:00
KRW-BOUNTY 78 2025-01-23 23:00:00
KRW-ELF 80 2025-01-23 23:00:00
KRW-KNC 82 2025-01-23 23:00:00
KRW-BSV 84 2025-01-23 23:00:00
KRW-THETA 86 2025-01-23 23:00:00
KRW-QKC 88 2025-01-23 23:00:00
KRW-BTT 90 2025-01-23 23:00:00
KRW-MOC 92 2025-01-23 23:00:00
KRW-TFUEL 94 2025-01-23 23:00:00
KRW-MANA 96 2025-01-23 23:00:00
KRW-ANKR 97 2025-01-23 23:00:00
KRW-AERGO 99 2025-01-23 23:00:00
KRW-ATOM 101 2025-01-23 23:00:00
KRW-TT 103 2025-01-23 23:00:00
KRW-GAME2 105 2025-01-23 23:00:00
KRW-MBL 107 2025-01-23 23:00:00
KRW-WAXP 109 2025-01-23 23:00:00
KRW-HBAR 111 2025-01-23 23:00:00
KRW-MED 113 2025-01-23 23:00:00
KRW-MLK 115 2025-01-23 23:00:00
KRW-STPT 117 2025-01-23 23:00:00
KRW-ORBS 119 2025-01-23 23:00:00
KRW-VET 121 2025-01-23 23:00:00
KRW-CHZ 123 2025-01-23 23:00:00
KRW-STMX 125 2025-01-23 23:00:00
KRW-DKA 127 2025-01-23 23:00:00
KRW-HIVE 129 2025-01-23 23:00:00
KRW-KAVA 131 2025-01-23 23:00:00
KRW-AHT 133 2025-01-23 23:00:00
KRW-LINK 135 2025-01-23 23:00:00
KRW-XTZ 137 2025-01-23 23:00:00
KRW-BORA 139 2025-01-23 23:00:00
KRW-JST 141 2025-01-23 23:00:00
KRW-CRO 143 2025-01-23 23:00:00
KRW-TOKAMAK 145 2025-01-23 23:00:00
KRW-SXP 147 2025-01-23 23:00:00
KRW-HUNT 149 2025-01-23 23:00:00
KRW-DOT 151 2025-01-23 23:00:00
KRW-MVL 153 2025-01-23 23:00:00
KRW-STRAX 155 2025-01-23 23:00:00
KRW-AQT 157 2025-01-23 23:00:00
KRW-GLM 159 2025-01-23 23:00:00
KRW-META 161 2025-01-23 23:00:00
KRW-FCT2 163 2025-01-23 23:00:00
KRW-CBK 165 2025-01-23 23:00:00
KRW-SAND 167 2025-01-23 23:00:00
KRW-HPO 169 2025-01-23 23:00:00
KRW-DOGE 171 2025-01-23 23:00:00
KRW-STRIKE 173 2025-01-23 23:00:00
KRW-PUNDIX 175 2025-01-23 23:00:00
KRW-FLOW 177 2025-01-23 23:00:00
KRW-AXS 179 2025-01-23 23:00:00
KRW-STX 181 2025-01-23 23:00:00
KRW-XEC 183 2025-01-23 23:00:00
KRW-SOL 185 2025-01-23 23:00:00
KRW-POL 187 2025-01-23 23:00:00
KRW-AAVE 189 2025-01-23 23:00:00
KRW-1INCH 191 2025-01-23 23:00:00
KRW-ALGO 193 2025-01-23 23:00:00
KRW-NEAR 195 2025-01-23 23:00:00
KRW-AVAX 197 2025-01-23 23:00:00
KRW-T 199 2025-01-23 23:00:00
KRW-CELO 201 2025-01-23 23:00:00
KRW-GMT 203 2025-01-23 23:00:00
KRW-APT 205 2025-01-23 23:00:00
KRW-SHIB 207 2025-01-23 23:00:00
KRW-MASK 209 2025-01-23 23:00:00
KRW-ARB 211 2025-01-23 23:00:00
KRW-EGLD 213 2025-01-23 23:00:00
KRW-SUI 215 2025-01-23 23:00:00
KRW-GRT 217 2025-01-23 23:00:00
KRW-BLUR 219 2025-01-23 23:00:00
KRW-IMX 221 2025-01-23 23:00:00
KRW-SEI 223 2025-01-23 23:00:00
KRW-MINA 225 2025-01-23 23:00:00
KRW-CTC 227 2025-01-23 23:00:00
KRW-ASTR 229 2025-01-23 23:00:00
KRW-ID 231 2025-01-23 23:00:00
KRW-PYTH 233 2025-01-23 23:00:00
KRW-MNT 235 2025-01-23 23:00:00
KRW-AKT 237 2025-01-23 23:00:00
KRW-ZETA 239 2025-01-23 23:00:00
KRW-AUCTION 241 2025-01-23 23:00:00
KRW-STG 243 2025-01-23 23:00:00
KRW-BEAM 244 2025-01-23 23:00:00
KRW-TAIKO 246 2025-01-23 23:00:00
KRW-USDT 248 2025-01-23 23:00:00
KRW-ONDO 250 2025-01-23 23:00:00
KRW-ZRO 252 2025-01-23 23:00:00
KRW-BLAST 254 2025-01-23 23:00:00
KRW-JUP 256 2025-01-23 23:00:00
KRW-ENS 258 2025-01-23 23:00:00
KRW-G 260 2025-01-23 23:00:00
KRW-PENDLE 262 2025-01-23 23:00:00
KRW-ATH 264 2025-01-23 23:00:00
KRW-USDC 265 2025-01-23 23:00:00
KRW-UXLINK 267 2025-01-23 23:00:00
KRW-BIGTIME 269 2025-01-23 23:00:00
KRW-CKB 271 2025-01-23 23:00:00
KRW-W 273 2025-01-23 23:00:00
KRW-CARV 275 2025-01-23 23:00:00
KRW-INJ 277 2025-01-23 23:00:00
KRW-MEW 279 2025-01-23 23:00:00
KRW-UNI 281 2025-01-23 23:00:00
KRW-SAFE 283 2025-01-23 23:00:00
KRW-DRIFT 285 2025-01-23 23:00:00
KRW-AGLD 287 2025-01-23 23:00:00
KRW-PEPE 289 2025-01-23 23:00:00
KRW-BONK 291 2025-01-23 23:00:00
KRW-RENDER 293 2025-01-23 23:00:00
KRW-MOVE 295 2025-01-23 23:00:00
KRW-ME 297 2025-01-23 23:00:00
KRW-MOCA 299 2025-01-23 23:00:00
KRW-VANA 301 2025-01-23 23:00:00
KRW-SONIC 303 2025-01-23 23:00:00
KRW-VTHO 305 2025-01-23 23:00:00
success migration table tb_market_hour
Total KRW markets: 155
KRW-BTC 2 2025-01-24 00:00:00
KRW-ETH 4 2025-01-24 00:00:00
KRW-NEO 6 2025-01-24 00:00:00
KRW-MTL 8 2025-01-24 00:00:00
KRW-XRP 10 2025-01-24 00:00:00
KRW-ETC 12 2025-01-24 00:00:00
KRW-SNT 14 2025-01-24 00:00:00
KRW-WAVES 16 2025-01-24 00:00:00
KRW-XEM 18 2025-01-24 00:00:00
KRW-QTUM 20 2025-01-24 00:00:00
KRW-LSK 22 2025-01-24 00:00:00
KRW-STEEM 24 2025-01-24 00:00:00
KRW-XLM 25 2025-01-24 00:00:00
KRW-ARDR 27 2025-01-24 00:00:00
KRW-ARK 28 2025-01-24 00:00:00
KRW-STORJ 30 2025-01-24 00:00:00
KRW-GRS 32 2025-01-24 00:00:00
KRW-ADA 34 2025-01-24 00:00:00
KRW-SBD 36 2025-01-24 00:00:00
KRW-POWR 38 2025-01-24 00:00:00
KRW-ICX 40 2025-01-24 00:00:00
KRW-EOS 42 2025-01-24 00:00:00
KRW-TRX 44 2025-01-24 00:00:00
KRW-SC 46 2025-01-24 00:00:00
KRW-ONT 47 2025-01-24 00:00:00
KRW-ZIL 49 2025-01-24 00:00:00
KRW-POLYX 50 2025-01-24 00:00:00
KRW-ZRX 52 2025-01-24 00:00:00
KRW-LOOM 54 2025-01-24 00:00:00
KRW-BCH 56 2025-01-24 00:00:00
KRW-BAT 58 2025-01-24 00:00:00
KRW-IOST 60 2025-01-24 00:00:00
KRW-CVC 62 2025-01-24 00:00:00
KRW-IQ 64 2025-01-24 00:00:00
KRW-IOTA 66 2025-01-24 00:00:00
KRW-HIFI 68 2025-01-24 00:00:00
KRW-ONG 69 2025-01-24 00:00:00
KRW-GAS 71 2025-01-24 00:00:00
KRW-BOUNTY 72 2025-01-24 00:00:00
KRW-ELF 74 2025-01-24 00:00:00
KRW-KNC 76 2025-01-24 00:00:00
KRW-BSV 78 2025-01-24 00:00:00
KRW-THETA 80 2025-01-24 00:00:00
KRW-QKC 82 2025-01-24 00:00:00
KRW-BTT 84 2025-01-24 00:00:00
KRW-MOC 86 2025-01-24 00:00:00
KRW-TFUEL 88 2025-01-24 00:00:00
KRW-MANA 89 2025-01-24 00:00:00
KRW-ANKR 91 2025-01-24 00:00:00
KRW-AERGO 92 2025-01-24 00:00:00
KRW-ATOM 94 2025-01-24 00:00:00
KRW-TT 96 2025-01-24 00:00:00
KRW-GAME2 98 2025-01-24 00:00:00
KRW-MBL 100 2025-01-24 00:00:00
KRW-WAXP 102 2025-01-24 00:00:00
KRW-HBAR 104 2025-01-24 00:00:00
KRW-MED 106 2025-01-24 00:00:00
KRW-MLK 108 2025-01-24 00:00:00
KRW-STPT 110 2025-01-24 00:00:00
KRW-ORBS 111 2025-01-24 00:00:00
KRW-VET 113 2025-01-24 00:00:00
KRW-CHZ 114 2025-01-24 00:00:00
KRW-STMX 116 2025-01-24 00:00:00
KRW-DKA 117 2025-01-24 00:00:00
KRW-HIVE 119 2025-01-24 00:00:00
KRW-KAVA 121 2025-01-24 00:00:00
KRW-AHT 123 2025-01-24 00:00:00
KRW-LINK 125 2025-01-24 00:00:00
KRW-XTZ 127 2025-01-24 00:00:00
KRW-BORA 129 2025-01-24 00:00:00
KRW-JST 131 2025-01-24 00:00:00
KRW-CRO 133 2025-01-24 00:00:00
KRW-TOKAMAK 135 2025-01-24 00:00:00
KRW-SXP 137 2025-01-24 00:00:00
KRW-HUNT 138 2025-01-24 00:00:00
KRW-DOT 140 2025-01-24 00:00:00
KRW-MVL 142 2025-01-24 00:00:00
KRW-STRAX 144 2025-01-24 00:00:00
KRW-AQT 146 2025-01-24 00:00:00
KRW-GLM 148 2025-01-24 00:00:00
KRW-META 150 2025-01-24 00:00:00
KRW-FCT2 152 2025-01-24 00:00:00
KRW-CBK 153 2025-01-24 00:00:00
KRW-SAND 155 2025-01-24 00:00:00
KRW-HPO 157 2025-01-24 00:00:00
KRW-DOGE 159 2025-01-24 00:00:00
KRW-STRIKE 160 2025-01-24 00:00:00
KRW-PUNDIX 161 2025-01-24 00:00:00
KRW-FLOW 163 2025-01-24 00:00:00
KRW-AXS 165 2025-01-24 00:00:00
KRW-STX 167 2025-01-24 00:00:00
KRW-XEC 169 2025-01-24 00:00:00
KRW-SOL 171 2025-01-24 00:00:00
KRW-POL 173 2025-01-24 00:00:00
KRW-AAVE 175 2025-01-24 00:00:00
KRW-1INCH 176 2025-01-24 00:00:00
KRW-ALGO 178 2025-01-24 00:00:00
KRW-NEAR 180 2025-01-24 00:00:00
KRW-AVAX 182 2025-01-24 00:00:00
KRW-T 184 2025-01-24 00:00:00
KRW-CELO 186 2025-01-24 00:00:00
KRW-GMT 188 2025-01-24 00:00:00
KRW-APT 190 2025-01-24 00:00:00
KRW-SHIB 192 2025-01-24 00:00:00
KRW-MASK 194 2025-01-24 00:00:00
KRW-ARB 196 2025-01-24 00:00:00
KRW-EGLD 198 2025-01-24 00:00:00
KRW-SUI 200 2025-01-24 00:00:00
KRW-GRT 202 2025-01-24 00:00:00
KRW-BLUR 204 2025-01-24 00:00:00
KRW-IMX 206 2025-01-24 00:00:00
